tconst|titleType|primaryTitle|startYear|runtimeMinutes|genres|overview|release_date|tagline|averageRating|numVotes
tt0250282|movie|Teddy Bears' Picnic|2001|80|Comedy|harry shearer tongue cheek comedy waiter zanbesu glen chi chi northern california resort us movie camera spy annual communal vacation group rich white u government business leader drink carouse excess plotting next move global stage goal sell embarrassing incriminating footage medium expose leader really|3/29/02|fifty one week year run country one week run amok|3.9|454
tt0250797|movie|Unfaithful|2002|124|Drama,Romance,Thriller|connie wife mother whose 11 year marriage edward lost sexual spark connie literally run handsome book collector paul sweep consuming affair edward soon becomes suspicious decides confront man|5/10/02|go gone far|6.7|90503
tt0252028|movie|Surviving Christmas|2004|91|Comedy,Romance|drew latham executive leading empty shallow life wealth side facing another lonely christmas ahead revisit old childhood home hope reliving old holiday memory find house raised longer home grew|9/21/04||5.4|24842
tt0253556|movie|Reign of Fire|2002|101|Action,Adventure,Fantasy|post apocalyptic england american volunteer british survivor team fight brood fire breathing dragon seeking return global dominance century rest underground brit leading clan survivor hunt king dragon much stake mother killed dragon love still alive|7/12/02|fight fire fire|6.2|137552
tt0254686|movie|The Piano Teacher|2001|131|Drama,Music|erika kohut sexually repressed piano teacher living domineering mother meet young man start romantically pursuing|5/14/01|perversion wicked best|7.5|65117
tt0255653|movie|Tortilla Soup|2001|102|Comedy,Drama,Romance|mexican american master chef father three daughter lost taste food life|8/21/01|comedy arouse appetite|6.7|4980
tt0257106|movie|Scary Movie 2|2001|83|Comedy,Horror|original parodied slasher flick like scream keenen ivory wayans sequel scary movie take comedic aim haunted house movie group student visit mansion called hell house murderous high jinks ensue|7/4/01|mercy shame sequel honest lied|5.3|163030
tt0258068|movie|The Quiet American|2002|101|Drama,Romance,Thriller|stylish political thriller love war collide southeast asia set early 1950s vietnam young american becomes entangled dangerous love triangle fall beautiful mistress british journalist war waged around three sink deeper world drug passion betrayal nothing seems|11/22/02||7.0|28585
tt0258273|movie|Lovely & Amazing|2001|91|Comedy,Drama,Romance|self esteem insecurity heart comedy relationship mother three confused daughter|8/31/01||6.7|7365
tt0259288|movie|Dragonfly|2002|104|Drama,Fantasy,Mystery|grieving doctor contacted late wife patient near death experience|2/22/02|someone love dy gone forever|6.1|38776
tt0271668|movie|National Security|2003|88|Action,Comedy,Crime|two mismatched security guard thrown together bust smuggling operation|1/17/03|look like cop|5.6|51294
tt0278435|movie|Enough|2002|115|Crime,Drama,Thriller|working class waitress slim thought entering life domestic bliss married mitch man dream arrival first child picture perfect life shattered discovers mitch hidden possessive dark side controlling abusive alter ego turn trust love tranquility terror terrified child safety slim flees daughter relentless pursuit enlisting aid lethal henchman mitch continually stalk prey family|5/24/02|everyone limit|5.7|44189
tt0280030|movie|Peter Pan 2: Return to Never Land|2002|72|Adventure,Animation,Family|classic tale peter pan continues disney sequel return never land 1940 world besieged world war ii wendy grown two child one daughter jane|2/14/02|classic continues|5.8|20594
tt0286244|movie|The Triplets of Belleville|2003|80|Animation,Comedy,Drama|grandson kidnapped tour de france madame souza beloved pooch bruno team belleville sister aged song dance team day fred astaire rescue|6/11/03||7.7|54754
tt0286716|movie|Hulk|2003|138|Action,Sci-Fi|bruce banner genetics researcher tragic past suffers massive radiation exposure laboratory cause transform raging green monster get angry|6/19/03|unleash hero within|5.6|268990
tt0288477|movie|Ghost Ship|2002|91|Horror|discovering passenger ship missing since 1962 floating adrift bering sea salvager claim vessel begin towing ghost ship towards harbor series bizarre occurrence happen group becomes trapped inside ship soon learn inhabited demonic creature|10/25/02|sea evil|5.5|102022
tt0289043|movie|28 Days Later...|2002|113|Drama,Horror,Sci-Fi|twenty eight day killer virus accidentally unleashed british research facility small group london survivor caught desperate struggle protect infected carried animal human virus turn infects homicidal maniac absolutely impossible contain|10/31/02|fear began woke alone terror began realised|7.5|415435
tt0289765|movie|Red Dragon|2002|124|Crime,Drama,Thriller|former fbi agent graham almost killed savage hannibal cannibal lecter choice face seems lecter one help graham track new serial killer|9/29/02|silence|7.2|274660
tt0295700|movie|Wrong Turn|2003|84|Horror,Thriller|chris crash carload young people group stranded motorist soon lost wood west virginia hunted three cannibalistic mountain men grossly disfigured generation inbreeding|5/30/03|last one ever take|6.1|121303
tt0300471|movie|Shanghai Knights|2003|114|Action,Adventure,Comedy|dynamic duo chon wang roy bannon return another crazy adventure time london avenge murder chon father end even bigger case chon sister instead unearths plot kill royal family one belief though chon roy romance mind prove right|2/6/03|royal kick arse|6.2|107157
tt0300532|movie|Blue Crush|2002|104|Drama,Romance,Sport|nothing get anne marie board living beach shack three roommate dawn every morning conquer wave count day pipe master competition transplanted hawaii one blessing anne marie find need adrenaline charged surf scene pro quarterback matt tollman come along|8/8/02|three friend one passion limit|5.7|31710
tt0301893|movie|State Property|2002|88|Action,Crime,Drama|frustrated broke bean decides way grasp american dream take|1/18/02||4.3|2129
tt0302640|movie|The Hot Chick|2002|104|Comedy,Fantasy|jessica spencer rachel mcadams popular girl school also meanest thing change attractive teen freak accident involving cursed pair earring chance encounter gas station cause switch body clive rob schneider sleazy crook jessica form repulsive clive struggle adjust radical alteration set get body back upcoming prom|12/13/02|hottest chick town switched body luckiest loser world|5.5|96727
tt0305711|movie|Just Married|2003|95|Comedy,Romance|tom leezak sarah mcnerney fall love plan get married despite opposition sarah uptight rich family get married get chance prove sarah family wrong go european honeymoon run disaster disaster decide whether honeymoon hell pre marital mistake worth throwing away love marriage|1/9/03|welcome honeymoon hell|5.4|71575
tt0315733|movie|21 Grams|2003|124|Crime,Drama,Thriller|story three gentle person paul river ailing mathematician lovelessly married english migr christina peck upper middle class suburban housewife happily married mother two little girl jack jordan ex convict found christian faith strength raise family brought together terrible accident change life final frame none learn harsh truth love faith courage desire guilt chance change world irretrievably forever|9/6/03|much life weigh|7.6|237797
tt0317919|movie|Mission: Impossible III|2006|126|Action,Adventure,Thriller|retired active duty train new imf agent ethan hunt called back action confront sadistic arm dealer owen davian hunt must try protect girlfriend working new team complete mission|5/3/06|mission begin 05 05 06|6.9|357655
tt0318034|movie|Russian Ark|2002|99|Drama,Fantasy,History|french marquis sergei dreiden wanders vast labyrinth corridor theater ballroom reception persian ambassador|5/22/02|2000 cast member 3 orchestra 33 room 300 year one take|7.3|20676
tt0318411|movie|The Magdalene Sisters|2002|114|Drama|four woman given custody magdalene sisterhood asylum correct sinful behavior crispina rose given birth premarital child margaret got raped cousin orphan bernadette repeatedly caught flirting boy work laundry strict supervision nun break will sadistic punishment|10/24/02|place defied belief hope|7.7|27440
tt0323572|movie|Chasing Papi|2003|80|Comedy,Romance|playboy thomas fuentes far able skate life good look charm alone duplicitous relationship three woman impassioned waitress cici meticulous lawyer lorena bored socialite patricia spiral control suffers mental breakdown doctor recommends choose one girlfriend choose time discover deception|4/16/03|three woman three city three time trouble|4.7|4255
tt0324127|movie|Suspect Zero|2004|99|Crime,Horror,Mystery|killer loose fbi agent sifts clue learns bloodthirsty felon victim choice serial killer|8/27/04|next|5.8|19848
tt0324133|movie|Swimming Pool|2003|102|Crime,Drama,Mystery|middle amusing thriller relationship two different type female one well know british author sex crazed french teen two get relationship trouble living together film psychological imagery erotic exploration female body|5/18/03|surface calm|6.7|46327
tt0325980|movie|Pirates of the Caribbean: The Curse of the Black Pearl|2003|143|Action,Adventure,Fantasy|jack sparrow freewheeling 17th century pirate roams caribbean sea butt head rival pirate bent pillaging village port royal governor daughter kidnapped sparrow decides help girl love save seafaring mission hardly simple|7/9/03|prepare blown water|8.1|1122749
tt0327036|movie|Martin Lawrence Live: Runteldat|2002|113|Comedy,Documentary|controversial bad boy comedy delivers piercing look life lifting metaphorical smokescreen feel clouded public view commenting everything danger smoking trial relationship unleashing nonstop litany raucous anecdote stinging social commentary personal reflection life|8/1/02||5.4|1742
tt0331952|movie|The Clearing|2004|95|Drama,Mystery,Thriller|affluent executive wayne hayes kidnapped disgruntled employee held ransom forest wayne wife forced reckon fbi agent negotiate kidnapper|7/2/04||5.8|14048
tt0338013|movie|Eternal Sunshine of the Spotless Mind|2004|108|Drama,Romance,Sci-Fi|joel barish heartbroken girlfriend underwent procedure erase memory decides however watch memory fade away realises still love may late correct mistake|3/19/04|erase someone mind getting heart another story|8.3|1003237
tt0338135|movie|The Barbarian Invasions|2003|99|Comedy,Crime,Drama|belated sequel decline american empire 50 something montreal college professor remy learns dying liver cancer decides make amends meet friend family dy first try made peace ex wife louise asks estranged son sebastian successful businessman living london come home sebastian make impossible happen using contact disrupting entire canadian system every way possible help father fight terminal illness bitter end also try reunite former friend pierre alain dominique diane claude see old friend pass|5/21/03|provocative new comedy sex friendship thing invade life|7.5|29400
tt0339230|movie|Kopps|2003|90|Action,Comedy|small swedish village h gbotr sk peaceful crime nonexistent police spend shift drinking coffee eating hot dog chasing runaway cow well good village police police management board want discontinue local police force lack crime|2/6/03||6.7|21489
tt0340468|movie|Bus 174|2002|150|Crime,Documentary|documentary depicts happened rio de janeiro june 12th 2000 bus 174 taken armed young man threatening shoot passenger transmitted live brazilian tv network shocking tragic ending event became one violence shocking portrait one scariest example police incompetence abuse recent year|10/22/02||7.8|8318
tt0342258|movie|Unleashed|2005|103|Action,Crime,Drama|raised slave danny used fighting survival fact master bart think pet go far leashing collar make money fight club danny main contender bart crew car accident danny escape meet blind kindhearted piano tuner take us music free fighter long buried heart|2/2/05|serve master|7.0|103568
tt0347791|movie|Pokémon Heroes|2002|80|Action,Adventure,Animation|ash pikachu friend try stop pair thief hiding canal alleyway alto mare age old water capital joining adventure two new legendary pok mon pair sibling named latias latios serve peacekeeper protector soul dew priceless treasure mysterious power|7/13/02||6.0|6292
tt0349903|movie|Ocean's Twelve|2004|125|Crime,Thriller|danny ocean reunites old flame rest merry band thief carrying three huge heist rome paris amsterdam europol agent hot heel|12/9/04|twelve new eleven|6.5|391346
tt0351817|movie|The Twilight Samurai|2002|129|Drama,Romance|seibei iguchi lead difficult life low ranking samurai turn nineteenth century widower meager income seibei struggle take care two daughter senile mother new prospect seem open beautiful tomoe childhood friend come back daughter life japanese feudal system unravels seibei still bound code honor samurai sense social precedence find way best love|11/2/02||8.1|24120
tt0360009|movie|Spartan|2004|106|Action,Crime,Drama|u government agent scott assigned rescue daughter high ranking government official willing bend rule get thing done though scott shocked find others willing go even protect political career|3/12/04|missing|6.5|32214
tt0361322|movie|Assisted Living|2003|78|Comedy,Drama|assisted living chronicle day life todd janitor spends day smoking pot interacting resident entertainment todd detachment surroundings compromised unlikely friendship mr pearlman resident begin confuse son particular day todd must choose whether play part assisted living shot staged real nursing home gain much unique effect style participation actual resident staff member much film impossible distinguish real fiction|2/2/05||6.5|284
tt0362120|movie|Scary Movie 4|2006|83|Comedy|cindy find house life haunted little boy go quest find killed also alien tr ipod invading world uncover secret order stop|4/13/06|bury grudge burn village see saw|5.1|122423
tt0364751|movie|Without a Paddle|2004|95|Adventure,Comedy,Mystery|three friend whose life drifting apart reunite funeral fourth childhood friend looking childhood belonging discover trunk contained detail quest friend attempting revealed hot trail 200 000 went missing airplane hijacker b cooper 1971 decide continue journey understand danger soon encounter|8/20/04|call wild thrill adventure mistake lifetime|5.8|48514
tt0366548|movie|Happy Feet|2006|108|Adventure,Animation,Comedy|world emperor penguin find soul mate song penguin born cannot sing tap dance something fierce|11/16/06|warning may cause toe tapping|6.4|187073
tt0368222|movie|Romance & Cigarettes|2005|105|Comedy,Musical,Romance|dirty musical love story set world working class nick ironworker build repair bridge married kitty dressmaker strong gentle woman three daughter carrying torrid affair redheaded woman named tula nick basically good hardworking man driven forward blinded urge|9/13/05||6.2|12416
tt0368658|movie|Stage Beauty|2004|106|Drama|humble maria outfit top london theater star ned kynaston take none credit male actor success playing woman 17th century maria like female prohibited pursuing dream acting powerful people support king charles ii lift ban female stage performer maria aided ned need help learn new profession|9/3/04|first kind last|7.1|10453
tt0373883|movie|Halloween|2007|109|Horror|committed 17 year michael myers grown man still dangerous escape mental institution committed 10 year old immediately return haddonfield want find baby sister laurie anyone cross path mortal danger|8/31/07|evil unmasked|6.0|123344
tt0375611|movie|Black|2005|122|Drama|black adaptation helen keller autobiography black revolves around blind deaf girl relationship teacher later develops alzheimer disease|2/4/05||8.1|35132
tt0376108|movie|Rebound|2005|86|Comedy,Family,Sport|acclaimed college hoop coach demoted junior varsity team public meltdown|7/1/05|comedy old school meet middle school|5.1|13166
tt0376717|movie|Gold Diggers|2003|90|Comedy,Crime|national lampoon gold digger black comedy two loser twenty calvin menhoffer friedle leonard smallwood chris owen get good life without working two young men try rob two 70 year old sister betty mundt renee taylor doris mundt louise lasser two sister beat two young men send jail lady drop charge invite jailbird beverly hill mansion cal get idea could marry woman money live good life hopefully live 6 month one year turn betty doris broke come plan marry boy kill collect life insurance money several unsuccessful murder attempt join force rob betty doris rich uncle|6/15/03|comedy two guy anything top|3.0|2554
tt0377107|movie|Proof|2005|100|Drama,Mystery|catherine woman late twenty strongly devoted father robert brilliant well known mathematician whose grip reality beginning slip away robert descends madness catherine begin wonder may inherited father mental illness along mathematical genius robert work reveals mathematical proof potentially historic proportion set shock wave way one|9/5/05|biggest risk life taking one|6.7|45087
tt0377834|movie|Soccer Days|2003|113|Adventure,Comedy,Sport|comedic romp celebrates power friendship turn life around dia de futbol introduces u antonio ex convict amateur shrink convinces pal best way overcome midlife crisis lack success woman reassemble old soccer team win something life even local championship directed david serrano starring alberto san juan natalia verbeke dot son bride pere ponce fernando tejero|9/19/03||6.2|2895
tt0379225|movie|The Corporation|2003|145|Documentary,History|since late 18th century american legal decision business corporation organizational model legally person become dominant economic political social force around globe film take depth psychological examination organization model various case study study illustrates behaviour type person typically act like dangerously destructive psychopath without conscience furthermore see profound threat psychopath world future also people courage intelligence determination stop|9/10/03|corporation psychopath|8.0|21381
tt0379557|movie|Touching the Void|2003|106|Adventure,Documentary,Drama|documentary based book name joe simpson simpson simon yates disastrous near fatal attempt climb 6 344m siula grande cordillera huayhuash peruvian andes 1985|9/5/03||8.0|36163
tt0381061|movie|Casino Royale|2006|144|Action,Adventure,Thriller|le chiffre banker world terrorist scheduled participate high stake poker game montenegro intends use winning establish financial grip terrorist market sends bond maiden mission 00 agent attend game prevent le chiffre winning help vesper lynd felix leiter bond enters important poker game already dangerous career|11/14/06|everyone past every legend beginning|8.0|656933
tt0381936|movie|Bummer|2003|110|Crime,Drama|corrupt cop street gang bratki bummer bmws steal merins mercedeses angry truck driver beautiful woman death four friend black bummer go mission one region russia another face wasteland small town russia critique policy boris yeltsin depicted economic crisis followed russia transition towards free market economy lost generation job security pushed world crime rebellion despite modest budget u 700 000 limited cinematic release became national hit russia well soundtrack popularized seryoga music video black bummer film soundtrack award including prestigious golden aries russian guild film critic|8/2/03||7.1|7146
tt0382625|movie|The Da Vinci Code|2006|149|Mystery,Thriller|curator louvre found murdered famed museum hallowed hall harvard professor robert langdon cryptographer sophie neve must untangle deadly web deceit involving work leonardo da vinci|5/17/06|seek truth|6.6|433633
tt0385004|movie|House of Flying Daggers|2004|119|Action,Adventure,Drama|9th century china corrupt government wage war rebel army called flying dagger romantic warrior break beautiful rebel prison help rejoin fellow thing seem|5/19/04||7.5|112662
tt0386032|movie|Sicko|2007|123|Documentary,Drama|sicko michael moore documentary corrupt health care system united state main goal make profit even mean losing people life people deny health insurance money make business model health care provider america|5/18/07|might hurt little|8.0|75690
tt0387575|movie|Seed of Chucky|2004|87|Comedy,Horror,Thriller|killer doll back new film fifth popular series chucky child play horror comedy making directorial debut franchise creator writer five film mancini film introduces glen voiced lord ring star billy boyd orphan doll offspring irrepressible devilish doll come life chucky voiced series|11/11/04|fear second coming|4.9|46188
tt0389722|movie|30 Days of Night|2007|113|Action,Adventure,Horror|story isolated alaskan town plunged darkness month year sun sink horizon last ray light fade town attacked bloodthirsty gang vampire bent uninterrupted orgy destruction small town husband wife sheriff team stand survivor certain destruction|10/17/07|coming|6.6|178194
tt0393597|movie|Earth|2007|90|Documentary|acclaimed team brought bbc visual feast planet earth feature length film incorporates footage series new scene following three remarkable yet sadly endangered family animal across globe|4/22/07|remarkable story three family|7.9|14564
tt0396271|movie|When Will I Be Loved|2004|81|Drama,Thriller|feeling undervalued boyfriend young woman begin explore sexuality people|6/6/04|revenge dish best served hot|4.4|3444
tt0398017|movie|Derailed|2005|108|Crime,Drama,Thriller|two married business executive affair blackmailed violent criminal forced turn table save family|11/11/05|never saw coming|6.6|74215
tt0398913|movie|DOA: Dead or Alive|2006|87|Action,Adventure,Mystery|four beautiful rival invitation martial art tournament join force sinister threat princess kasumi aristocratic warrior trained martial art master tina armstrong wrestling superstar helena douglas athlete tragic past christie allen earns keep thief assassin hire|9/7/06|ultimate fighter got look got move men fall foot|4.8|45080
tt0402057|movie|Beowulf & Grendel|2005|104|Action,Adventure,Drama|blood soaked tale norse warrior battle great murderous troll grendel head roll allegiance king hrothgar much respected lord dane beowulf lead troop warrior across sea rid village marauding monster|9/14/05|hero monster myth|5.8|18151
tt0402158|movie|Empire of the Wolves|2005|128|Action,Crime,Drama|young detective paul nerteaux find third slashed female corpse illegal turkish immigrant decides ask support experienced dark retired detective jean louis schiffer chase serial killer together infiltrate turkish mafia trying find answer crime meanwhile worker anna heymes submitted brain treatment severe headache glimpse memory vision two parallel event collide disclose turkish organization wolf behind|4/20/05|remember past save future|5.8|11788
tt0403016|movie|Supercross|2005|80|Action,Drama,Romance|faced suspicious death father two brother must motivate one another get back bike take la vega motocross championship storm|8/16/05||4.3|4736
tt0403358|movie|Night Watch|2004|114|Action,Fantasy,Horror|among normal human live others possessing various supernatural power divided force light force dark signed truce several century ago end devastating battle ever since force light govern day night belongs dark opponent modern day moscow dark others actually roam night vampire night watch light force among anton movie protagonist try control limit outrage|6/27/04|stand light darkness night watch|6.4|54213
tt0403508|movie|The Sisterhood of the Traveling Pants|2005|119|Comedy,Drama,Romance|four best friend tibby lena carmen bridget buy mysterious pair pant fit despite differing size make whoever wear feel fabulous faced prospect spending first summer apart pal decide swap pant girl turn enjoy magic|6/1/05|laugh cry share pant|6.5|61375
tt0403703|movie|Yu-Gi-Oh!: The Movie - Pyramid of Light|2004|100|Action,Adventure,Animation|conclusion battle city tournament deep sand egypt ancient evil awakened anubis defeated century ago yugi mysterious alter ego ancient pharaoh returned revenge wielding power eighth millennium item anubis determined destroy yugi take world|8/13/04|everything else practice|4.9|8666
tt0405159|movie|Million Dollar Baby|2004|132|Drama,Sport|despondent painful estrangement daughter trainer frankie dunn prepared boxer maggie fitzgerald enter life maggie determined go pro convince dunn cohort help|12/15/04|beyond silence past beyond dream feeling beyond hope memory beyond journey love|8.1|686565
tt0405336|movie|Southland Tales|2006|145|Comedy,Drama,Mystery|set futuristic landscape los angeles july 4 2008 stand brink social economic environmental disaster boxer santaros action star stricken amnesia life intertwines krysta adult film star developing reality television project ronald taverner hermosa beach police officer hold key vast conspiracy|5/15/06|nice apocalypse|5.3|39199
tt0406759|movie|The Eye|2008|98|Horror,Mystery|violinist sydney well accidentally blinded sister helen five year old submits cornea transplantation recovering operation realizes seeing dead people|2/1/08|believe eye|5.4|54015
tt0408839|movie|The Heartbreak Kid|2007|116|Comedy,Romance|eddie 40 year old confirmed bachelor finally say beautiful sexy lila honeymoon mexico woman dream turn total nightmare guy could never pull trigger realizes jumped gun|10/5/07|waited life get married bad wait another week|5.8|92456
tt0409184|movie|Russian Dolls|2005|125|Comedy,Drama,Romance|five year summer together barcelona xavier william wendy martine isabelle reunite|6/15/05||7.0|20567
tt0414055|movie|Elizabeth: The Golden Age|2007|114|Biography,Drama,History|queen elizabeth reign threatened ruthless familial betrayal spain invading army shrewd adviser must act safeguard life people|9/9/07|woman warrior queen|6.8|71992
tt0414951|movie|The Quiet|2005|96|Crime,Drama,Thriller|widowed father dy deaf teenager dot move godparent olivia paul deer deer daughter nina openly hostile dot prevent telling secret silent stepsister including fact want kill lecherous father|9/12/05|time everyone hears secret|6.2|16881
tt0414993|movie|The Fountain|2006|97|Drama,Mystery,Romance|spanning one thousand year three parallel story fountain story love death spirituality fragility existence world|9/6/06|death road awe|7.2|239869
tt0417001|movie|Must Love Dogs|2005|98|Comedy,Romance|sarah nolan newly divorced woman cautiously rediscovering romance enthusiastic often misguided help well meaning family brave series hilarious disastrous mismatch first date sarah begin trust instinct learns matter never good idea give love|7/21/05||5.9|32165
tt0417148|movie|Snakes on a Plane|2006|105|Action,Adventure,Crime|america search murderer eddie kim sean jones must fly l testify hearing kim accompanied fbi agent neville flynn flight receives unexpected visitor|8/6/06|30 000 foot snake deadliest thing plane|5.5|140073
tt0417241|movie|Villain|2002|162|Action,Drama,Thriller|one twin bus conductor handicapped elder one shiva overhears parent plot kill mildly retarded brother vishnu run away another city adorable brother strives hard look vishnu result incident dada sundara moorthy run beggar trade beat vishnu brutally vishnu becomes handicapped life matter worsen sundara moorthy becomes chairman institute physically handicapped shiva deal situation form rest story meanwhile thangam love shiva though know later give love let lavanya marry shiva|12/5/02||7.0|2216
tt0418279|movie|Transformers|2007|144|Action,Adventure,Sci-Fi|young teenager sam witwicky becomes involved ancient struggle two extraterrestrial faction transforming robot heroic autobots evil decepticons sam hold clue unimaginable power decepticons stop nothing retrieve|6/27/07|war world|7.0|637643
tt0419663|movie|Cruel World|2005|88|Comedy,Drama,Horror|million witnessed philip markham public humiliation got dumped catherine beautiful star popular dating show several year reality series later want revenge taking catherine captive lure nine unsuspecting co ed luxurious mansion middle nowhere trapping contestant sick version reality tv challenge bizarre danger real death competition away|9/1/05|get voted reality show good|3.7|1424
tt0419843|movie|In the Land of Women|2007|97|Comedy,Drama,Romance|bad breakup girlfriend leaf heartbroken carter webb move michigan take care ailing grandmother get mixed life mother daughter live across street|4/16/07|get ready fall|6.4|31948
tt0420609|movie|Infamous|2006|110|Biography,Crime,Drama|researching book cold blood writer truman capote develops close relationship convicted murderer dick hickock perry smith|11/16/06|story know|7.1|17431
tt0421073|movie|Street Kings|2008|109|Action,Crime,Thriller|tom ludlow disillusioned l police officer rarely playing rule haunted death wife evidence implicates execution fellow officer forced go cop culture part entire career ultimately leading question loyalty everyone around|4/10/08|city rule prisoner|6.8|114672
tt0421082|movie|Control|2007|122|Biography,Drama,Music|control biography joy division lead singer ian curtis taking story schoolboy day 1973 suicide eve band first american tour 1980|9/26/07||7.6|65766
tt0426931|movie|August Rush|2007|114|Drama,Music|drama fairy tale element orphaned musical prodigy us gift clue finding birth parent|11/21/07|incredible journey moving speed sound|7.4|107991
tt0427327|movie|Hairspray|2007|117|Comedy,Drama,Musical|pleasantly plump teenager tracy turnblad best friend penny pingleton audition corny collins show tracy win scheming amber von tussle mother plot destroy tracy turn chaos|7/13/07|follow beat world follow|6.7|131359
tt0429277|movie|Zyzzyx Rd|2006|90|Crime,Drama,Thriller|married man leo grillo meet beautiful woman katherine heigl la vega casino allows seduce jealous boyfriend tom sizemore find together scuffle result boyfriend death lover head desert bury corpse disappears|2/25/06|dead ahead|3.9|1103
tt0430922|movie|Role Models|2008|99|Comedy|two salesman trash company truck energy drink fueled bender upon arrest court give choice hard time spend 150 service hour mentorship program one day kid however jail look half bad|2/3/08|get plea bargained|6.8|232454
tt0432291|movie|The Fog|2005|100|Horror,Mystery|trapped within eerie mist resident antonio bay become unwitting victim horrifying vengeance one hundred year earlier ship carrying leper purposely lured onto rocky coastline sank drowning aboard back long dead mariner waited century revenge|10/14/05|past come back haunt|3.7|37616
tt0433398|movie|Journey from the Fall|2006|135|Drama|thirteen year end vietnam war family tragically affected war forced emigrate america|2/22/06||7.2|915
tt0434124|movie|Kinky Boots|2005|107|Comedy,Drama,Music|charles price may grown father family shoe business northampton central england never thought would take father place yet untimely death father place position learn price son shoe failing despair failed attempt save business charles chance encounter flamboyant drag queen cabaret singer lola complaint inadequate footwear work combined one charles ex employee lauren lead suggestion change product create desperate chance save business make men fetish footwear lola convinced footwear designer transition begin disparate lot must struggle unorthodox idea dealing prejudice staff lola discomfort small town selfish manipulation charles greedy fianc e cannot see greater good charles dream|8/30/05|far would go save family business|7.1|20291
tt0434215|movie|Flicka|2006|95|Adventure,Drama,Family|headstrong 16 year old katy mclaughlin desire work family mountainside horse ranch although father insists finish boarding school katy find mustang hill near ranch katy set mind tame mustang prove father run ranch tragedy happens take love strength family muster restore hope|10/20/06||6.0|8100
tt0439662|movie|Fanaa|2006|168|Action,Drama,Romance|zooni ali beg kajol blind kashmiri girl travel without parent first time dance troupe delhi perform ceremony independence day journey meet rehan khan aamir khan casanova tour guide flirt although friend warn zooni cannot resist falling love take private tour new delhi rehan meet eye zooni make heartbreaking decision|5/26/06|destroyed love|7.1|33355
tt0442781|movie|Varalaaru|2006|166|Action,Drama|shiva ageing business tycoon bound wheelchair sharing strong bonding son vishnu indulgent vishnu while away time crony taking life easy suddenly vishnu start behaving character drunken bout act causing father much shame embarrassment vishnu professes remember nothing done father take psychiatrist|10/20/06||7.2|3404
tt0443272|movie|Lincoln|2012|150|Biography,Drama,History|revealing drama focus 16th president tumultuous final month office nation divided war strong wind change lincoln pursues course action designed end war unite country abolish slavery moral courage fierce determination succeed choice critical moment change fate generation come|11/9/12|moral courage fierce determination succeed choice change fate generation come|7.3|261302
tt0443543|movie|The Illusionist|2006|110|Drama,Fantasy,Mystery|eye lovely aristocrat gifted illusionist named eisenheim us power win away betrothed crowned prince eisenheim scheme creates tumult within monarchy ignites suspicion dogged inspector|8/18/06|nothing seems|7.6|373473
tt0444781|movie|Deewane Huye Paagal|2005|158|Action,Comedy,Drama|story karan tanya karan love tanya shy tell one day tanya witness murder scientist evil twin brother underworld mehboob need flee country karan friend coax track tanya migrates dubai enlists aid deceptive investigator rocky track rocky end falling love first sight try stop karan wooing meanwhile tanya physically disabled friend sanju also soft spot try thwarting rocky attempt getting close tanya plot thickens mehboob gang track tanya dubai|11/25/05||5.4|5144
tt0445946|movie|The Contract|2006|96|Action,Crime,Drama|attempting recover recent family trauma escaping wood peaceful hiking trip ex lawman young son stumble across dangerous contract killer|4/5/06|every killer meet equal|5.6|25235
tt0447890|movie|Chaahat Ek Nasha...|2005|140|Drama,Romance,Thriller|rashmi life wealthy lifestyle india along widower dad dr sanjeev jaitly aspires singer dancer encouraged friend dad take profession prepares portfolio approach r k music co run rahul kapoor rashmi also ardent fan established singer dancer mallika arora client rahul always sends gift flower every possible occasion mallika fails impress public rahul advised look fresh talent approach rashmi together release first album turn major success together deliver many hit also fall love sanjeev initially opposes romance eventual marriage feel rahul celebrity lifestyle right rashmi eventually give rashmi insists marrying rahul|2/11/05||3.9|85
tt0448124|movie|Snow Cake|2006|112|Drama,Romance|drama focused friendship high functioning autistic woman man traumatized fatal car accident|2/9/06||7.4|12843
tt0450314|movie|Punisher: War Zone|2008|103|Action,Crime,Drama|waging one man war world organized crime ruthless vigilante hero frank castle set sight overeager mob bos billy russoti russoti left horribly disfigured castle set vengeance new alias jigsaw punisher task force hot trail fbi unable take jigsaw frank must stand formidable army jigsaw recruited evil deed go unpunished|12/5/08|vengeance name|5.9|63927
tt0452637|movie|Lady in the Water|2006|110|Drama,Fantasy,Mystery|apartment building superintendent cleveland heep rescue think young woman pool maintains discovers actually character bedtime story trying make journey back home work tenant protect new friend creature determined keep world|7/21/06|time running happy ending|5.5|100246
tt0453562|movie|42|2013|128|Biography,Drama,Sport|powerful story jackie robinson legendary baseball player broke major league baseball color barrier joined roster brooklyn dodger film follows innovative dodger general manager branch rickey mlb executive first signed robinson minor helped bring show|4/12/13|true story american legend|7.5|95973
tt0454084|movie|Blind Dating|2006|99|Comedy,Romance|danny blind man let impairment get way living life fullest except come love danny brother set series blind date go disastrously wrong danny give meet leeza nurse work danny doctor one catch leeza india promised another man|7/28/06|date risk|6.0|12248
